CASE_ID|CASE_NAME|CASE_NUMBER|CASE_TYPE|CASE_STATUS|CASE_PRIORITY
795FFEDE-2F1C-BD56-76A9-CE9D69E58402|Axel Vance|90353|Administration|Rejected|P1
7DACF7A6-5468-243F-A826-27BEC14B6B04|Briar Williamson|86492|Product|New|P2
7265BAD7-94BF-F91D-6DF0-8B2234ED6F6F|Kelly H. Schmidt|58486|Product|Assigned|P2
7044E477-B178-2E3B-A4D4-D50712CCEF65|Branden Holcomb|25555|Administration|Pending Input|P3
BCE6725A-C225-E599-76AD-61968055CCE0|Neve Waller|49963|Product|Rejected|P1
A7EFDAFE-2B72-1DB5-5343-C89BDB2791A8|September Sweeney|96507|Administration|New|P3
9025AFE9-D98E-3592-A877-75813402CA70|Callie U. Moss|44170|Administration|Rejected|P3
1159094B-705C-556B-B512-C7EA17175050|Ira Waller|63717|Administration|Closed|P2
E607C7BA-FEA1-34DE-7D12-4D6421E56B4B|Justine Pruitt|95249|Administration|Assigned|P1
4E319B59-0EFD-3E23-C9C4-AF0B7450C379|Ciara R. Tucker|08060|Product|New|P2
410BC243-81A4-A78A-7EAC-6E8D792D1809|Macon B. Baldwin|62042|Administration|Closed|P3
6AD96563-378D-C948-6711-0CD96C4E4F79|Hop Mason|46912|Product|Rejected|P2
06157B35-B1D9-DF6C-61AB-3BF7E7E9CFDE|Dean Y. Hurley|57795|Administration|Pending Input|P1
457A705D-B069-EFB7-F4BF-8D4287793553|Melvin H. Webster|10184|Product|Assigned|P3
2FE07A86-3ADE-2B6E-4CB3-3EF0D5792653|Ivor I. Price|18952|Product|Closed|P2
BF7E394A-0E24-14A1-1779-A938024C3B1B|Calvin Le|25869|Product|Pending Input|P3
DE1D6D2E-27D4-3E88-543E-3C181549E9B1|Roth Preston|05168|Administration|New|P2
F25F0600-7FAC-E8E0-DBB5-AE4911240D76|Brady L. Hendricks|22636|Product|Rejected|P1
5BD94686-BC44-2304-1B21-0450EB2BAE38|Vaughan Delgado|23644|Product|Rejected|P1
859BAE52-D915-CED9-2801-5864C60F8FE2|Donovan Y. Frye|35791|Administration|Pending Input|P1
EE241278-DA69-C56E-E1A6-9167DF189435|Reese N. Douglas|40369|Administration|Pending Input|P2
0986EFE2-9890-7BF2-27E9-80418E61BF01|Stuart L. Oneil|78694|Product|New|P3
BBC7FB01-A404-D2A6-9521-2AA458F7FC17|Shaine I. Benson|07671|Administration|Rejected|P2
8672A2D1-467E-2CFF-DCC6-C11BBE93981B|Leigh I. Christian|72149|Product|New|P1
