CASE_ID|CASE_NAME|CASE_NUMBER|CASE_TYPE|CASE_STATUS|CASE_PRIORITY
A31E4223-E0CB-7DCF-3301-91D057C6638B|Prescott Z. Arnold|01912|Product|Pending Input|P2
C862806B-C8B6-51CF-826F-DEAE883B4733|Joelle Head|57326|Product|Rejected|P3
3F9F27DB-6190-9A1F-2182-CE33547B3530|Cassandra W. Leonard|68448|Product|Pending Input|P3
F68ADCA3-0313-2929-B0E5-5C3F720AB0D1|Eliana R. Olsen|49059|Product|Closed|P2
228B9D99-2D10-B3E5-293B-4D10F9535397|Wang X. Barr|53337|Product|Closed|P2
01260989-13F3-0E8A-1402-51316AED1160|Rebecca S. Bridges|78017|Administration|Assigned|P3
2A29C526-3FC0-377B-3939-D985D6437528|Florence Z. Cameron|55096|Administration|Closed|P1
BE2BEEC6-BA83-86E8-0D5A-879CB73C72E0|Gay B. Witt|92410|Administration|Pending Input|P3
9D73F107-B397-D08C-1015-FE2124B61AD0|Griffith Shepherd|66774|Product|Pending Input|P3
1891F84B-1EA4-9090-78CC-B2C48ABD79DC|Gisela Glover|22675|Administration|Rejected|P3
E0FF68AC-40A9-5C16-2F30-43CA70365074|Seth B. Hampton|83662|Product|Closed|P2
4B14FB9C-A12F-E918-5D0E-17C4BE67650A|Lareina F. Love|40860|Administration|Assigned|P2
D73036E9-276A-5A8C-9C91-E9B3D8FA1B28|Shoshana Mcgowan|31439|Product|Pending Input|P2
83AF7BBA-A06C-9FEE-6AC7-C623D964C436|Mia Hood|29784|Administration|Pending Input|P3
D91E2731-081E-DE87-5362-BF1C12F837F0|Jena Newton|71654|Administration|Closed|P1
114F16CE-DCB5-0155-9CF4-40EEC9A0454B|Tanisha O. Burnett|34376|Product|Rejected|P3
EAC8B0AF-2175-043A-E9D1-C07C64B0E231|Brenna K. Kirby|57555|Administration|Assigned|P1
5D7C0658-4362-53A7-316C-6DCDEF770772|Igor Nguyen|30850|Administration|Pending Input|P2
002BFFB1-914D-7519-DA29-AC4AF6727FB7|Garrison Tillman|68402|Administration|Pending Input|P3
5A3295F6-46D5-9CC6-D6F3-6DC851592129|Madeson C. Guerrero|81233|Product|Closed|P1
1AC6E9C8-1609-80DF-08EE-F3936294071B|Lucas I. Barrera|26162|Product|Closed|P3
A0669896-A275-A300-2D51-3689C2FF3119|Kiara Q. Cherry|34803|Product|Closed|P2
1221DEA7-1FAF-742A-A6B5-E187ABC9A6CE|Tanya S. Battle|84205|Product|Assigned|P3
3BDC2171-4534-6469-2B2B-BAFD3487E14C|Armando E. Vega|13553|Administration|New|P3
6D1A003C-18E2-45F0-3D26-6D09C7301744|Amir Y. Hester|08604|Administration|Rejected|P2
47888642-3289-2AE8-EB4D-99E164711361|Adrienne Barber|20795|Administration|Pending Input|P1
4FEA82C7-1AC4-8C54-3B93-1373F9A88791|Conan Gates|09090|Administration|Assigned|P2
C6A0E20A-9021-7A80-4D4E-F8F90B40A67F|Rinah N. Stafford|90154|Administration|New|P3
B91EEDB3-B845-E439-311C-E83404BE5C31|Quinn Collins|75117|Product|Assigned|P1
761EC8B1-FE63-4A0A-5D95-31EE48223C33|Quin Stephenson|14846|Administration|Pending Input|P1
1FCEF893-9029-815D-45A6-0EC98276C130|Andrew U. Compton|27436|Administration|Pending Input|P3
E2799095-4905-7789-49FC-1DB89C422E23|Kasper Durham|51685|Product|Pending Input|P3
9660BFB1-8784-08EC-055F-039BC8638BDF|Nolan G. Cohen|88614|Product|Assigned|P2
9A71DAE1-ED9F-399F-CBB7-AEBE1F1949B2|Nina S. Middleton|89157|Administration|Rejected|P3
50966884-20F7-DFBE-50FF-BFE7D1936CB1|Ori J. Fernandez|54309|Administration|Pending Input|P3
FB7947D4-B816-5E0D-4730-5C14B2EC67A4|Indigo K. Kinney|70252|Administration|Closed|P3
67C5AB55-61C9-4A84-2B10-BDA6251C4697|Russell Owen|97775|Administration|Assigned|P3
D71CC40B-1AF1-AFCD-4933-7946F7441774|Alexander K. Barnes|67808|Administration|Closed|P1
F6E93068-9AE6-E235-7D30-767408A54E80|Maxwell F. Byers|73264|Product|Closed|P1
FB525730-C588-F133-1F20-B9DE25F6AE0D|Cherokee L. Savage|02704|Product|New|P2
2D7DE7E9-669A-1702-24C6-05AF0C94B701|Nina Hampton|19454|Administration|Assigned|P3
8D6C3BE8-6A9B-AF63-59B3-58BAE8F3E101|Ian Black|07125|Product|Rejected|P2
E5C0BE85-2805-715A-9C97-5E2E27F437E6|Allegra K. Brock|98718|Product|Pending Input|P3
2D40080B-1DDA-2B36-C192-D16C3708D99B|Scott Holcomb|52923|Administration|Rejected|P3
41FED297-4FB3-45E8-9DFF-647C8088210E|Charissa Mathis|08260|Administration|Closed|P3
66BD74CB-D4C9-5966-445F-F311A59EAAE8|Gail E. Dodson|96656|Administration|Pending Input|P1
AD5A792A-AC60-D542-0B43-C8ECE9C8F9C9|Otto Stephenson|73751|Product|Closed|P3
A99FFF73-796F-C53A-616F-B6421919C02F|Tanya Lindsey|69484|Administration|Rejected|P2
41D823B9-08F3-D42A-425D-4EB8106EB456|Chandler N. Wong|34381|Administration|Closed|P3
A1DBD0FF-1CFE-483C-1B4C-DCD2FE82B360|Kevyn Key|66003|Product|Closed|P3
C8A6DA8A-83D7-F180-4A3B-B4250D62CEBF|Laurel Fitzgerald|75458|Administration|New|P2
3D41B6C6-9357-78D5-D2C2-1FABDFCE4645|Macon B. Warner|06987|Administration|Rejected|P3
A832C3F0-D8D6-B664-84CE-FC29D307ECE0|Zephania H. Hopper|46745|Administration|Pending Input|P2
