CASE_ID|CASE_NAME|CASE_NUMBER|CASE_TYPE|CASE_STATUS|CASE_PRIORITY
04A9E44D-F026-3B14-156B-36ACCD9C59DD|Laura X. Decker|85935|Product|Rejected|P1
4F983DBC-19BA-B91F-7929-EED349C06B9E|Melissa Hale|04855|Administration|Pending Input|P3
5906A608-271F-EBC4-763B-37B7277E2478|Cailin D. Melton|52358|Product|New|P2
78FA31EC-7E73-C231-7759-75378B643FCA|Alexandra K. Phelps|89464|Administration|Pending Input|P3
80A7207A-8BA8-0990-FC20-69AC47935BA3|Norman Q. Acosta|29089|Product|Closed|P1
311BE96E-66F9-239F-D793-0815BA8C4A7A|Miranda Bryan|40596|Product|Closed|P3
AD556E4E-9EB1-0E25-69F7-8877F960D812|Yuri A. Dominguez|56017|Product|New|P3
E6537544-D16E-CD6D-3765-73A8DBC92265|Lane Durham|15035|Administration|New|P1
A1B4984B-4286-6A20-470E-4FC287BCFCBD|Reed N. Byrd|20604|Product|Pending Input|P2
6535B76A-472A-A995-A763-8409C44703E6|Branden R. Montoya|71788|Administration|Pending Input|P1
FF68C05D-73E8-3991-1DC3-9E7AD34FD014|Martena V. Erickson|49613|Product|New|P1
7D1DA565-71D1-1388-51B5-ABCC18957D38|Tanek Lindsey|54043|Administration|Rejected|P1
F8CF0986-C351-4C3F-AE00-1712827B4A8A|Helen F. Mercado|74563|Administration|Rejected|P1
F0841482-371C-7461-A152-9937E4981F36|Declan F. Becker|12396|Administration|Assigned|P2
FA2583B0-B5A1-0729-DFE5-20DF00111392|Chancellor T. Santana|68340|Administration|New|P3
999D9618-1005-0084-031B-2FAB02F42EF0|Jermaine Whitley|87194|Product|Closed|P1
584E6764-107B-EAC0-89E3-475CA50E763B|Rama J. Wilkins|62627|Administration|Closed|P3
4F4619D6-9D0A-5F10-8560-C4A3741C246D|Tamara Matthews|30227|Administration|Rejected|P2
6BAD2F14-5BA8-63BB-B6D3-ECE73AE8AFF0|Kelly Burns|52558|Product|Pending Input|P2
D0113FB6-DB9A-BB75-1FB0-C22E6D3DC8EB|Chanda Ward|24846|Administration|New|P3
98B6A487-26A7-AD6F-B858-87EB4BF444BC|Quinn Cervantes|51312|Administration|Closed|P3
8B790655-B6FC-98D9-00A8-E9724B473C64|Britanney Y. Norris|70308|Administration|Closed|P1
1BF49CBF-E873-B726-9389-1880913C29D4|Jennifer Love|69060|Product|Closed|P1
BD1467DE-EDCC-6629-D46A-2D63E2B3D45F|Boris V. Hensley|21636|Product|Rejected|P3
D7A7090A-7F3F-801A-530F-4CF1A85E5CEB|Carl M. Miller|73797|Product|Rejected|P1
5F0A8AA8-3532-0DE1-69B0-F9F931CF1D0F|Ignatius Giles|25630|Product|Closed|P2
D1C242B6-F730-9E12-A005-1057C44C0157|Jana C. Cleveland|26972|Product|Assigned|P1
94D7B649-2DCF-F4E8-C02D-6B2735A781C2|Scarlet O. Blake|00907|Administration|Closed|P2
D2193840-52B3-314C-5163-9E7389A92F91|Ivy Gomez|91463|Administration|Closed|P1
A3167B1D-1655-38AB-E21A-680BBC8EDA7D|Edward C. Ramos|59199|Product|Assigned|P2
4B1F92DE-3142-E41E-00E4-C0D10CD5A81F|Steel Fuentes|37010|Administration|New|P3
A01149CC-A761-35BD-0042-21DF02953210|Genevieve R. Griffin|44455|Administration|Pending Input|P1
39B756B8-645A-910F-6551-421FFFB16D7A|Maia Q. Hayden|42898|Administration|Closed|P1
8A1EC224-DDD6-AFC3-D7E6-E60B54CEB795|Jonas Wheeler|34873|Administration|Rejected|P1
39AEA865-759C-68E6-EB2E-8653C4FC3498|Scarlet V. Dotson|39533|Administration|Pending Input|P3
DCD651CA-C7B9-57CF-F1F0-E475C979DE65|Martena B. Webb|60433|Administration|Pending Input|P1
678A4B2E-48AD-9C2C-7FC1-3A552AA5FEC6|Raya Richmond|95990|Product|Closed|P1
AC8B4068-A848-FCE9-2A31-606AF3F86A6B|Rose N. Riley|11203|Product|Assigned|P1
90FDB3F7-A1AA-F9D2-2F09-25CFF0BAC02E|Guinevere Walter|47954|Product|Rejected|P2
FE34CBDC-C1CA-745A-68DC-95FF04135DDF|Urielle S. Gallagher|92168|Administration|Assigned|P2
975E2677-95E6-C13F-2FB2-3D14AE83A215|Renee Hawkins|01093|Product|Closed|P2
FAE5B65A-39CD-C077-72B2-4EA4AF1590A8|Quemby P. Duke|91279|Administration|Closed|P2
83F0B9B6-E9BD-7263-4DD2-B02CB4F9D172|Kevyn Hull|60233|Product|Rejected|P3
1C22B4F1-AE6F-E7DB-64C6-0DCC00233D15|Vivian Sullivan|99830|Product|New|P3
A4C16374-C37F-52E3-615E-89CB6278F7B5|Shaine Valenzuela|82254|Product|New|P3
AD8A0174-4A83-3EB1-D322-990E6621E0A8|Natalie Gibson|93152|Product|Pending Input|P3
01D751B9-EC28-8527-B29D-1BAB699918A8|Griffin O. William|25133|Administration|Rejected|P1
015DEEDD-8C5C-8C7B-953C-FD9DC6B7B079|Magee M. Foley|86117|Product|New|P2
322695C5-BDA2-8550-7B35-BAAE2720CF61|Christopher X. Ortega|15143|Product|Rejected|P2
782C9B1F-EDAA-FB0B-18F2-C0A0DABC5CD8|Gregory Santana|96584|Administration|Rejected|P3
AD1FC6FF-315E-CD14-09C8-55A07A912249|Jarrod Ortiz|45526|Product|Pending Input|P1
0C676457-648F-2D1C-B6B4-24651DCC04F6|Calista A. King|36596|Administration|Closed|P3
E72FA2D7-CC51-8F0D-E65B-121CB3683A6D|Athena C. Church|11299|Administration|Rejected|P3
A24CE28B-402F-C399-4807-E9B6FF775C79|Yardley L. Ortiz|31086|Product|New|P2
F32FAD66-930D-043A-0727-3DF6B8F1FBA6|Jenette Beck|28004|Product|Pending Input|P3
4D34BBD6-C31F-3CC8-22C6-00FBF432D10E|Melyssa Payne|21923|Administration|Pending Input|P2
D110F507-FE6B-1A7F-FFB0-B4C57ADF65CF|Dorothy Goodwin|78360|Product|Pending Input|P1
